id,name,rating,themes,keywords,involved_companies,first_release_year
7444,Shovel Knight,85.7,"[""Action"", ""Fantasy"", ""Comedy""]","[""retro"", ""fishing"", ""8-bit style"", ""female protagonist"", ""billiards"", ""level selection"", ""amiibo"", ""crowdfunding - kickstarter"", ""crowdfunding"", ""digital distribution"", ""xbox controller support for pc"", ""challenges"", ""dualshock 4 support for pc"", ""upgradeable weapons"", ""transforming boss"", ""deliberately retro"", ""pax south 2017"", ""original soundtrack release"", ""4 player co-op"", ""off-tv play"", ""stereoscopic 3d"", ""pick your gender"", ""wii u pro controller support"", ""wii remote support on wii u"", ""wii nunchuk support on wii u"", ""crowd funded"", ""level select map"", ""in-game achievements"", ""female antagonist"", ""pax prime 2013"", ""respawning"", ""pax prime 2014"", ""pax east 2014"", ""pax prime 2015"", ""wii classic controller support"", ""recurring boss"", ""miiverse integration"", ""pax east 2015"", ""development hell"", ""merchants"", ""gender recasting"", ""sideways wii remote gameplay"", ""gamescom 2015"", ""new game plus"", ""pax east 2013"", ""playable boss"", ""slideshow cutscene"", ""plague doctor"", ""male protagonist"", ""the game awards - best independent game - winner"", ""streetpass support""]","[""Yacht Club Games""]",2014
2349,Mario Kart 7,81.5,"[""Party""]","[""vehicular combat"", ""go-kart"", ""mascot"", ""crossover"", ""time limit"", ""online"", ""drifting"", ""grand prix"", ""high score"", ""yoshi"", ""donkey kong"", ""vehicle combat"", ""death match"", ""throwing weapons"", ""polygonal 3d"", ""vehicle customization"", ""mascot sports"", ""combat racing"", ""stereoscopic 3d"", ""nintendo network"", ""downloadable content"", ""underwater gameplay"", ""nintendo wi-fi connection"", ""mii support"", ""temporary invincibility"", ""starting grid"", ""team deathmatch"", ""gliding"", ""mirror mode"", ""music-themed stage"", ""time trials"", ""wiggler"", ""pax east 2012"", ""pax prime 2012"", ""pax prime 2011"", ""eb games expo australia"", ""friend codes"", ""mii"", ""wario"", ""luigi"", ""princess peach"", ""fan translation - portuguese"", ""streetpass support"", ""spotpass support""]","[""Nintendo"", ""Nintendo EAD Software Development Group No.1"", ""iQue""]",2011
18329,Yoshi Touch & Go,69.1,"[""Action""]","[""dinosaurs"", ""management"", ""side-scrolling"", ""high score"", ""yoshi"", ""digital distribution"", ""protagonist's name in the title"", ""deliberately retro"", ""touch controls"", ""virtual console"", ""randomly generated maps"", ""moving platforms"", ""auto-scrolling levels"", ""never-ending"", ""one-handed gameplay"", ""linear gameplay"", ""ds microphone use""]","[""Nintendo EAD Software Development Group No.4"", ""Nintendo"", ""iQue""]",2005
238199,Tetris DS,0,[],[],"[""THQ""]",2006
20601,Yoshi's Island DS,77.8,"[""Action""]","[""ghosts"", ""helicopter"", ""dinosaurs"", ""minigames"", ""death"", ""side-scrolling"", ""sequel"", ""high score"", ""yoshi"", ""silent protagonist"", ""turtle"", ""boss fight"", ""digital distribution"", ""anthropomorphism"", ""countdown timer"", ""protagonist's name in the title"", ""collectibles"", ""virtual console"", ""treasure chest"", ""animal companions"", ""violent plants"", ""moving platforms"", ""tentacles"", ""donut block"", ""time trials""]","[""Nintendo"", ""Artoon""]",2006
1110,Metroid Prime Hunters,70.0,"[""Action"", ""Science fiction""]","[""aliens"", ""pirates"", ""gravity"", ""metroidvania"", ""death"", ""spaceship"", ""female protagonist"", ""backtracking"", ""multiple endings"", ""artificial intelligence"", ""capture the flag"", ""explosion"", ""character select screen"", ""upgradeable weapons"", ""touch controls"", ""virtual console"", ""save point"", ""sniping"", ""ice stage"", ""downloadable content"", ""instant kill"", ""nintendo wi-fi connection"", ""moving platforms"", ""western games based on japanese ips"", ""fetch quests"", ""rivalry"", ""planet"", ""camping"", ""ancient advanced civilization technology"", ""invisibility"", ""bots"", ""dead multiplayer"", ""isolation"", ""web integration"", ""motion-sensor bomb"", ""friend codes"", ""male protagonist"", ""wii u virtual console"", ""fan translation - portuguese"", ""nintendo ds rumble pak"", ""nintendo ds tag mode""]","[""Nintendo Software Technology"", ""Nintendo""]",2006
210460,The Sims 2,0,[],[],"[""Maxis"", ""Electronic Arts"", ""Amaze Entertainment""]",2005
1693,Advance Wars: Dual Strike,85.9,"[""Science fiction"", ""Warfare""]","[""modern warfare"", ""turn-based"", ""military"", ""micromanagement"", ""tank"", ""grid-based movement"", ""airplane"", ""tactical turn-based combat"", ""modern military"", ""human"", ""touch controls"", ""virtual console"", ""non-player character"", ""downloadable content"", ""optional touch control"", ""in-game map editor"", ""subtitled silence"", ""movement penalty"", ""naval warfare"", ""no blood""]","[""Intelligent Systems"", ""Nintendo""]",2005
3988,Mario Hoops 3-on-3,62.9,"[""Action""]","[""ghosts"", ""basketball"", ""ninja"", ""crossover"", ""high score"", ""turtle"", ""boss fight"", ""touch controls"", ""mascot sports"", ""italian accent"", ""black magic"", ""sudden death"", ""white magic"", ""pom-pom"", ""street sports""]","[""Square Enix"", ""Nintendo""]",2006
14990,Heroes of Mana,69.7,"[""Fantasy""]",[],"[""Square Enix"", ""Square Enix Product Development Division 8""]",2007
2712,Brain Age: Train Your Brain in Minutes a Day!,63.0,"[""Educational""]","[""minigames"", ""math"", ""digital distribution"", ""minigame collection"", ""ranking system"", ""daily challenge"", ""touch controls"", ""virtual console"", ""downloadable content"", ""pack-in game"", ""never-ending"", ""gesture-based controls"", ""crude renditions of real people"", ""no game pause"", ""ds microphone use"", ""bafta games award"", ""brain training"", ""interactive achievement awards 2007"", ""retroachievements"", ""wii u virtual console""]","[""Nintendo SPD Production Group No. 2"", ""Nintendo""]",2005
3364,Mario & Luigi: Partners in Time,78.5,"[""Action"", ""Comedy""]","[""aliens"", ""ghosts"", ""exploration"", ""time travel"", ""minigames"", ""turn-based"", ""robots"", ""ufo"", ""time manipulation"", ""spaceship"", ""multiple protagonists"", ""time limit"", ""undead"", ""princess"", ""time machine"", ""snow"", ""alien attack"", ""sequel"", ""humor"", ""high score"", ""mario"", ""easy"", ""turtle"", ""darkness"", ""boss fight"", ""single-player only"", ""anthropomorphism"", ""countdown timer"", ""leveling up"", ""world map"", ""protagonist's name in the title"", ""human"", ""shopping"", ""breaking the fourth wall"", ""party system"", ""collectibles"", ""virtual console"", ""white noise"", ""non-player character"", ""save point"", ""royalty"", ""invisible enemy"", ""unbeatable enemies"", ""multi-phase boss"", ""internet culture reference"", ""self-referential humor"", ""female antagonist"", ""subtitled silence"", ""inconvenient malfunction"", ""violent plants"", ""moving platforms"", ""scientist"", ""punctuation mark above head"", ""tentacles"", ""vore"", ""plot twist"", ""boss assistance"", ""unskippable cutscene"", ""planet"", ""scripted events"", ""journalist"", ""italian accent"", ""battle screen"", ""hammer bros."", ""status effects"", ""crash landing"", ""dark second act"", ""conga line party"", ""in-game anti-piracy effects"", ""interactive battle system"", ""male protagonist"", ""luigi"", ""princess peach"", ""wii u virtual console"", ""nintendo ds rumble pak""]","[""AlphaDream"", ""Nintendo"", ""Nintendo SPD Production Group No. 4""]",2005
1779,Mega Man ZX,93.0,"[""Action"", ""Science fiction""]","[""post-apocalyptic"", ""collecting"", ""future"", ""metroidvania"", ""death"", ""robots"", ""female protagonist"", ""side-scrolling"", ""high score"", ""wall jump"", ""boss fight"", ""voice acting"", ""optional boss"", ""moving platforms"", ""fictional currencies"", ""male protagonist"", ""fan translation - portuguese""]","[""Inti Creates"", ""Capcom""]",2006
221286,Phoenix Wright: Ace Attorney - Justice For All,87.8,"[""Comedy"", ""Drama"", ""Mystery""]",[],"[""Capcom""]",2013
9109,Elite Beat Agents,79.3,"[""Action"", ""Comedy""]","[""aliens"", ""soccer"", ""football"", ""motorcycle"", ""anime"", ""ninja"", ""ufo"", ""bromance"", ""multiple endings"", ""dancing"", ""dog"", ""singing"", ""high score"", ""instant replay"", ""superhero"", ""music and rhythm"", ""bonus stage"", ""game title announcer"", ""cat"", ""licensed soundtrack"", ""touch controls"", ""unlockables"", ""downloadable content"", ""difficulty level"", ""rock music"", ""unlockable difficulty level"", ""one-handed gameplay"", ""agents"", ""secret identity"", ""petrification"", ""localized soundtrack"", ""nintendo ds rumble pak""]","[""Nintendo"", ""iNiS""]",2006
18275,Pac-Pix,61.0,"[""Action""]","[""boss fight"", ""explosion"", ""touch controls""]","[""Namco""]",2005
315315,Castlevania: Portrait of Ruin,0,"[""Action"", ""Fantasy"", ""Horror""]",[],"[""Konami""]",2024
124791,Mega Man Battle Network 5: Double Team DS,79.0,"[""Action""]","[""real time tactics""]","[""Capcom""]",2005
82281,Monopoly / Boggle / Yahtzee / Battleship,68.0,[],"[""word game"", ""licensed game""]","[""Atari, Inc.""]",2005
1136,Castlevania: Dawn of Sorrow,84.7,"[""Action"", ""Fantasy"", ""Horror""]","[""ghosts"", ""monsters"", ""bloody"", ""gravity"", ""vampire"", ""magic"", ""grinding"", ""collecting"", ""metroidvania"", ""summoning support"", ""death"", ""horse"", ""female protagonist"", ""side-scrolling"", ""witches"", ""multiple protagonists"", ""bird"", ""dracula"", ""backtracking"", ""multiple endings"", ""undead"", ""traps"", ""blocks"", ""dancing"", ""snow"", ""wolf"", ""mud"", ""easter egg"", ""dog"", ""nudity"", ""teleportation"", ""sequel"", ""good vs evil"", ""bats"", ""puppet"", ""rituals"", ""boss fight"", ""explosion"", ""throwing weapons"", ""clowns"", ""playing cards"", ""leveling up"", ""world map"", ""cat"", ""shopping"", ""bow and arrow"", ""transforming boss"", ""werewolves"", ""touch controls"", ""original soundtrack release"", ""non-player character"", ""descendants of other characters"", ""panther"", ""save point"", ""potion"", ""melee"", ""in-game map editor"", ""secret area"", ""optional boss"", ""difficulty level"", ""multi-phase boss"", ""subtitled silence"", ""yeti"", ""rpg elements"", ""violent plants"", ""moving platforms"", ""punctuation mark above head"", ""vampire hunter"", ""sequence breaking"", ""villain"", ""starfish"", ""tentacles"", ""merchants"", ""completion percentage"", ""frankenstein's monster"", ""regenerating health"", ""sex change"", ""new game plus"", ""iron maiden"", ""fast traveling"", ""status effects"", ""on-the-fly character switching"", ""swarming enemies"", ""soul steal"", ""collective conciousness"", ""male protagonist"", ""fan translation - portuguese""]","[""Konami""]",2005
1694,Advance Wars: Days of Ruin,81.8,"[""Warfare""]","[""modern warfare"", ""helicopter"", ""motorcycle"", ""post-apocalyptic"", ""anime"", ""turn-based"", ""military"", ""apocalypse"", ""tank"", ""mad scientist"", ""airplane"", ""tactical turn-based combat"", ""modern military"", ""character select screen"", ""human"", ""touch controls"", ""non-player character"", ""optional touch control"", ""in-game map editor"", ""nintendo wi-fi connection"", ""clone"", ""working for the enemy"", ""movement penalty"", ""naval warfare"", ""dark second act"", ""dead multiplayer"", ""no blood"", ""friend codes""]","[""Intelligent Systems"", ""Nintendo""]",2008
150232,Mega Man Star Force DX,0,"[""Action"", ""Science fiction"", ""Comedy""]",[],"[""Prof. 9""]",2021
328306,WWE SmackDown vs. Raw 2008,0,"[""Action""]","[""nintendo ds rumble pak""]",[],2007
3363,Mario & Luigi: Bowser's Inside Story,89.5,"[""Action"", ""Fantasy"", ""Comedy""]","[""ghosts"", ""exploration"", ""minigames"", ""turn-based"", ""death"", ""multiple protagonists"", ""backtracking"", ""time limit"", ""princess"", ""blocks"", ""revenge"", ""sequel"", ""giant insects"", ""high score"", ""swimming"", ""hide and seek"", ""boss fight"", ""single-player only"", ""anthropomorphism"", ""countdown timer"", ""platform exclusive"", ""leveling up"", ""protagonist's name in the title"", ""ranking system"", ""mind control"", ""human"", ""collectibles"", ""save point"", ""underwater gameplay"", ""betrayal"", ""shielded enemies"", ""subtitled silence"", ""liberation"", ""rpg elements"", ""violent plants"", ""crab"", ""conveyor belt"", ""real-time waiting"", ""anti-hero"", ""been here before"", ""vore"", ""boss assistance"", ""recurring character"", ""donut block"", ""food-themed stage"", ""italian accent"", ""wiggler"", ""status effects"", ""gibberish"", ""fury"", ""ds microphone use"", ""whac-a-mole"", ""interactive battle system"", ""pax 2009"", ""gamescom 2009"", ""multiple playable characters"", ""nintendo ds rumble pak""]","[""AlphaDream"", ""Nintendo""]",2009
19258,Sonic Rush,76.1,"[""Action"", ""Kids""]","[""mascot"", ""robots"", ""2.5d"", ""side-scrolling"", ""multiple protagonists"", ""time limit"", ""high score"", ""boss fight"", ""explosion"", ""anthropomorphism"", ""bonus stage"", ""voice acting"", ""protagonist's name in the title"", ""cat"", ""hedgehog"", ""collectibles"", ""launch titles"", ""original soundtrack release"", ""checkpoints"", ""instant kill"", ""difficulty level"", ""temporary invincibility"", ""dimension travel"", ""spiky-haired protagonist"", ""teenager"", ""grind"", ""button mashing"", ""acrobatics""]","[""Sonic Team"", ""Sega"", ""Dimps""]",2005
1037,The Legend of Zelda: Phantom Hourglass,76.6,"[""Action"", ""Fantasy""]","[""pirates"", ""exploration"", ""minigames"", ""mascot"", ""death"", ""action-adventure"", ""fairy"", ""backtracking"", ""time limit"", ""campaign"", ""princess"", ""sailing"", ""amnesia"", ""silent protagonist"", ""easy"", ""link"", ""boss fight"", ""single-player only"", ""countdown timer"", ""game critics awards"", ""world map"", ""human"", ""polygonal 3d"", ""shopping"", ""bow and arrow"", ""damsel in distress"", ""transforming boss"", ""collectibles"", ""touch controls"", ""virtual console"", ""young protagonist"", ""treasure chest"", ""saving the world"", ""side quests"", ""potion"", ""grapple"", ""real-time combat"", ""nintendo wi-fi connection"", ""pack-in game"", ""moving platforms"", ""been here before"", ""boss assistance"", ""fetch quests"", ""gesture-based controls"", ""time stopping"", ""fast traveling"", ""context sensitive"", ""nameless protagonist"", ""cartography"", ""second person perspective"", ""naval warfare"", ""comic relief"", ""damage over time"", ""dead multiplayer"", ""monomyth"", ""ds microphone use"", ""friend codes"", ""interactive achievement awards 2008"", ""spike video game awards 2007"", ""game developers choice awards 2008"", ""fan translation - portuguese"", ""bees"", ""nintendo ds tag mode""]","[""Nintendo"", ""Nintendo EAD Software Development Group No.3""]",2007
1429,Apollo Justice: Ace Attorney,71.2,"[""Comedy""]","[""anime"", ""bloody"", ""disease"", ""murder"", ""guitar playing"", ""dialogue trees"", ""crime"", ""rivaling factions"", ""pop culture reference"", ""touch controls"", ""save point"", ""internet culture reference"", ""depression"", ""law"", ""interactive environments"", ""plot twist"", ""spiky-haired protagonist"", ""flashback"", ""surprising character switches"", ""innocent people die"", ""slideshow cutscene"", ""sealing your own fate"", ""tragic hero"", ""lost in translation"", ""dark second act"", ""gibberish"", ""framing"", ""ds microphone use"", ""forensics""]","[""Capcom""]",2007
1397,Professor Layton and the Curious Village,82.0,"[""Mystery""]","[""detective"", ""murder"", ""minigames"", ""robots"", ""village"", ""multiple protagonists"", ""crime"", ""pixel art"", ""dog"", ""sheep"", ""single-player only"", ""voice acting"", ""touch controls"", ""non-player character"", ""save point"", ""young protagonist"", ""downloadable content"", ""nintendo wi-fi connection"", ""british accent"", ""villain"", ""plot twist"", ""puzzle games with stories"", ""orphan"", ""flip screen"", ""dead multiplayer"", ""spike video game awards 2008""]","[""Nintendo"", ""LEVEL-5"", ""Matrix Software""]",2007
340019,Final Fantasy III,0,[],[],"[""Matrix Software"", ""Square Enix Business Division 3"", ""DotEmu"", ""Square Enix""]",2014
3385,Harvest Moon DS,78.0,"[""Sandbox""]","[""anime"", ""animals"", ""minigames"", ""cooking"", ""farming"", ""day/night cycle"", ""touch controls"", ""seasons"", ""you can pet the dog""]","[""Rising Star Games"", ""Natsume Inc."", ""Marvelous Interactive"", ""Nintendo""]",2005
315317,Castlevania: Order of Ecclesia,0,"[""Action"", ""Fantasy"", ""Horror""]",[],"[""Konami""]",2024
9249,Hotel Dusk: Room 215,84.8,"[""Mystery""]","[""ghosts"", ""exploration"", ""detective"", ""minigames"", ""organized crime"", ""espionage"", ""multiple endings"", ""dialogue trees"", ""crime"", ""rotoscoping"", ""darkness"", ""polygonal 3d"", ""touch controls"", ""white noise"", ""descendants of other characters"", ""escort mission"", ""vending machine interaction"", ""film noir"", ""game with chapters"", ""plot twist"", ""valuable garbage"", ""evil organization"", ""flashback"", ""new game plus"", ""puzzle games with stories"", ""lock picking"", ""escaping imprisonment"", ""interrogation"", ""secret identity"", ""optional objective"", ""sealing your own fate"", ""secret history"", ""mute character"", ""framing"", ""ds microphone use"", ""male protagonist"", ""nintendo ds rumble pak"", ""touch generations""]","[""Nintendo"", ""Cing""]",2007
20497,Super Princess Peach,69.5,"[""Action""]","[""ghosts"", ""death"", ""female protagonist"", ""action-adventure"", ""side-scrolling"", ""undead"", ""princess"", ""level selection"", ""high score"", ""turtle"", ""platform exclusive"", ""super-ness"", ""protagonist's name in the title"", ""shopping"", ""special attacks"", ""touch controls"", ""royalty"", ""gliding"", ""donut block"", ""regenerating health"", ""resized enemy"", ""hammer bros."", ""wiggler"", ""nintendo ds rumble pak""]","[""Nintendo"", ""Tose"", ""Nintendo SPD Production Group No. 2""]",2005
79340,Super Robot Taisen K,87.0,"[""Science fiction""]",[],"[""Namco Bandai Games""]",2009
1165,Meteos,84.2,"[""Action""]",[],"[""Nintendo"", ""Bandai"", ""Q Entertainment""]",2005
11607,Freshly-Picked Tingle's Rosy Rupeeland,80.0,"[""Fantasy"", ""Comedy""]",[],"[""Nintendo"", ""Vanpool""]",2006
2345,Mario Kart DS,81.9,"[""Kids"", ""Party""]","[""ghosts"", ""vehicular combat"", ""go-kart"", ""mascot"", ""robots"", ""maze"", ""crossover"", ""time limit"", ""undead"", ""online"", ""princess"", ""artificial intelligence"", ""drifting"", ""snow"", ""grand prix"", ""high score"", ""bats"", ""turtle"", ""vehicle combat"", ""death match"", ""digital distribution"", ""anthropomorphism"", ""monkey"", ""throwing weapons"", ""countdown timer"", ""character select screen"", ""polygonal 3d"", ""virtual console"", ""unlockables"", ""red vs blue"", ""mascot sports"", ""ice stage"", ""combat racing"", ""downloadable content"", ""mirrored maps"", ""vision obstruction"", ""difficulty level"", ""nintendo wi-fi connection"", ""pack-in game"", ""pinball stage"", ""unlockable difficulty level"", ""invisible wall"", ""tentacles"", ""trophies"", ""temporary invincibility"", ""starting grid"", ""team deathmatch"", ""mirror mode"", ""food-themed stage"", ""overweight character"", ""fan service"", ""time trials"", ""upgradeable vehicles"", ""bots"", ""arcade driving physics"", ""italian accent"", ""hidden character"", ""wiggler"", ""falling object"", ""birthday acknowledgement"", ""ape"", ""music speed up"", ""dead multiplayer"", ""ds microphone use"", ""web integration"", ""friend codes"", ""clouds""]","[""Nintendo"", ""Nintendo EAD Software Development Group No.1""]",2005
1780,Mega Man ZX Advent,93.9,"[""Action"", ""Science fiction""]","[""post-apocalyptic"", ""anime"", ""gravity"", ""mech"", ""minigames"", ""2d"", ""metroidvania"", ""death"", ""robots"", ""side-scrolling"", ""multiple protagonists"", ""high score"", ""wall jump"", ""boss fight"", ""voice acting"", ""non-player character"", ""post-credits plot twist"", ""moving platforms"", ""villain"", ""water level"", ""fictional currencies"", ""soul steal"", ""game collection"", ""fan translation - portuguese""]","[""Capcom"", ""Inti Creates""]",2007
19261,Sonic Rush Adventure,70.8,"[""Action""]","[""cream the rabbit"", ""islands""]","[""Sega"", ""Dimps"", ""Sonic Team"", ""Nintendo""]",2007
18600,LifeSigns: Surgical Unit,53.0,[],"[""anime"", ""doctor"", ""hospital"", ""nurse"", ""surgery in game""]","[""Spike""]",2005
2647,Kirby Super Star Ultra,81.9,"[""Action"", ""Comedy""]","[""magic"", ""minigames"", ""mascot"", ""side-scrolling"", ""boss fight"", ""super-ness"", ""protagonist's name in the title"", ""melee"", ""asymmetric co-op"", ""moving platforms"", ""recurring boss"", ""shape-shifting"", ""vore"", ""megaphone"", ""gamescom 2009""]","[""Nintendo"", ""Nintendo of Europe"", ""HAL Laboratory""]",2008
1038,The Legend of Zelda: Spirit Tracks,75.9,"[""Action"", ""Fantasy""]","[""pirates"", ""action-adventure"", ""fairy"", ""backtracking"", ""multiple endings"", ""campaign"", ""princess"", ""silent protagonist"", ""boss fight"", ""explosion"", ""single-player only"", ""world map"", ""human"", ""polygonal 3d"", ""damsel in distress"", ""collectibles"", ""touch controls"", ""virtual console"", ""disorientation zone"", ""young protagonist"", ""treasure chest"", ""real-time combat"", ""coming of age"", ""cartography"", ""second person perspective"", ""monomyth"", ""ds microphone use"", ""in-game anti-piracy effects"", ""pax 2009"", ""gamescom 2009"", ""male protagonist"", ""wii u virtual console"", ""bees"", ""sword sorcery"", ""nintendo ds tag mode""]","[""Nintendo"", ""Nintendo EAD Software Development Group No.3""]",2009
2335,Mario Party DS,77.0,"[""Party""]","[""minigames""]","[""Hudson Soft"", ""Nintendo""]",2007
6506,Mario vs. Donkey Kong 2: March of the Minis,69.8,"[""Action""]","[""minigames"", ""sequel"", ""high score"", ""bats"", ""boss fight"", ""monkey"", ""animal antagonist"", ""touch controls"", ""virtual console"", ""puzzle platformer"", ""unlockables"", ""in-game map editor"", ""nintendo wi-fi connection"", ""moving platforms"", ""conveyor belt"", ""not-so-bad guys"", ""donut block"", ""italian accent"", ""ape"", ""dead multiplayer"", ""friend codes""]","[""Nintendo Software Technology"", ""Nintendo""]",2006
20767,Rune Factory: A Fantasy Harvest Moon,72.9,[],[],"[""Rising Star Games"", ""Neverland"", ""Marvelous Interactive"", ""Natsume Inc.""]",2006
20650,Diddy Kong Racing DS,56.6,"[""Action""]","[""vehicular combat"", ""go-kart"", ""flight"", ""snow"", ""high score"", ""airplane"", ""vehicle combat"", ""anthropomorphism"", ""monkey"", ""mascot sports"", ""combat racing"", ""downloadable content"", ""nintendo wi-fi connection"", ""starting grid"", ""time trials"", ""bots"", ""behind the waterfall"", ""dead multiplayer"", ""friend codes"", ""diddy kong"", ""nintendo ds rumble pak""]","[""Nintendo"", ""Rare""]",2007
3723,Kirby: Squeak Squad,79.2,"[""Action"", ""Comedy""]","[""ninja"", ""minigames"", ""boss fight"", ""protagonist's name in the title"", ""virtual console"", ""treasure chest"", ""melee"", ""recurring boss"", ""shape-shifting"", ""birthday acknowledgement""]","[""Nintendo"", ""HAL Laboratory"", ""Natsume Co., Ltd."", ""Flagship""]",2006
1523,Trauma Center: Under the Knife,76.1,"[""Action"", ""Science fiction""]","[""anime"", ""bloody"", ""disease"", ""death"", ""doctor"", ""countdown timer"", ""touch controls"", ""difficulty level"", ""nurse"", ""terminal illness"", ""surgery in game"", ""fan translation - portuguese""]","[""Nintendo"", ""Atlus""]",2005
399,Final Fantasy IV,81.7,"[""Action"", ""Fantasy""]","[""steam"", ""multiple protagonists"", ""artificial intelligence"", ""steam trading cards"", ""sequel"", ""sword & sorcery"", ""explosion"", ""steam achievements"", ""digital distribution"", ""single-player only"", ""steam cloud"", ""human"", ""love triangle"", ""full motion video"", ""motion blur"", ""side quests"", ""male antagonist"", ""betrayal"", ""political thriller"", ""terrorists"", ""anti-hero"", ""changing sides"", ""plot twist"", ""power of friendship"", ""not-so-bad guys"", ""villain turned good"", ""book adaptation"", ""ambient music"", ""flashback"", ""women in refrigerators syndrome"", ""victory music"", ""gesture-based controls"", ""scripted events"", ""sibling rivalry"", ""innocent people die"", ""context sensitive"", ""fictional currencies"", ""tragic hero"", ""redemption"", ""potential love interest"", ""heroic sacrifice"", ""war veterans"", ""dark past"", ""secret past"", ""evil empire"", ""reluctant hero"", ""hero turned evil"", ""monomyth"", ""tragic villain"", ""available on - apple arcade""]","[""Matrix Software"", ""Square Enix"", ""Square Enix Business Division 3"", ""DotEmu""]",2007
111562,Speed Racer,0,"[""Science fiction""]",[],"[""Jaleco"", ""Graphic Research""]",1996
8167,Rhythm Heaven,86.5,"[""Comedy"", ""Kids"", ""Party""]","[""music and rhythm""]","[""Nintendo SPD Production Group No. 1"", ""Nintendo"", ""TNX Music Recordings""]",2008
9585,Final Fantasy: Crystal Chronicles - Ring of Fates,70.0,"[""Action"", ""Fantasy""]","[""magic"", ""grinding"", ""crafting"", ""multiple endings"", ""party system"", ""treasure chest"", ""side quests"", ""real-time combat"", ""nintendo wi-fi connection"", ""sequence breaking"", ""victory music"", ""status effects"", ""fictional currencies"", ""gender exclusive equipment"", ""level scaling"", ""in-game anti-piracy effects""]","[""Square Enix"", ""Square Enix Product Development Division 2""]",2007
206320,Chrono Trigger,79.9,"[""Action"", ""Fantasy""]","[""time travel"", ""magic"", ""flight"", ""time machine""]","[""Square Enix""]",2018
1174,Golden Sun: Dark Dawn,71.3,"[""Fantasy""]","[""story driven"", ""jrpg""]","[""Nintendo"", ""Camelot Software Planning""]",2010
19797,Tales of Hearts R,76.7,"[""Action"", ""Fantasy""]","[""anime"", ""jrpg""]","[""Namco Bandai Games"", ""Bandai Namco Entertainment"", ""7seventh chord""]",2013
78695,Club Penguin: Elite Penguin Force,39.8,"[""Comedy""]","[""kid friendly"", ""customizable characters""]","[""Disney Interactive Studios""]",2008
8225,Anno 1701,76.4,"[""Historical""]",[],"[""Ubisoft Europe"", ""Related Designs"", ""Sunflowers"", ""Deep Silver""]",2006
221285,Phoenix Wright: Ace Attorney,88.1,"[""Comedy"", ""Drama"", ""Mystery""]",[],"[""Capcom""]",2013
21055,Time Hollow,72.3,[],"[""time travel"", ""fan translation - polish"", ""fan translation - chinese"", ""fan translation - russian"", ""fan translation - korean""]","[""Konami""]",2008
1076,New Super Mario Bros.,80.7,"[""Action""]","[""ghosts"", ""gravity"", ""minigames"", ""shark"", ""death"", ""2.5d"", ""gambling"", ""side-scrolling"", ""multiple protagonists"", ""time limit"", ""undead"", ""princess"", ""snow"", ""tank"", ""giant insects"", ""high score"", ""wall jump"", ""swimming"", ""bats"", ""turtle"", ""boss fight"", ""digital distribution"", ""floating blocks"", ""super-ness"", ""world map"", ""protagonist's name in the title"", ""polygonal 3d"", ""damsel in distress"", ""party system"", ""collectibles"", ""touch controls"", ""virtual console"", ""unlockables"", ""disorientation zone"", ""non-player character"", ""save point"", ""sprinting mechanics"", ""checkpoints"", ""unstable platforms"", ""character growth"", ""royalty"", ""downloadable content"", ""melee"", ""underwater gameplay"", ""instant kill"", ""level select map"", ""pack-in game"", ""violent plants"", ""moving platforms"", ""conveyor belt"", ""jellyfish"", ""water level"", ""franchise reboot"", ""tentacles"", ""auto-scrolling levels"", ""temporary invincibility"", ""gliding"", ""boomerang bros."", ""donut block"", ""overweight character"", ""kidnapping"", ""resized enemy"", ""fireworks"", ""italian accent"", ""hammer bros."", ""wiggler"", ""falling object"", ""sea monster"", ""music speed up"", ""whac-a-mole"", ""spike video game awards 2006"", ""playable character - luigi""]","[""Nintendo EAD"", ""Nintendo"", ""iQue""]",2006
221287,Phoenix Wright: Ace Attorney - Trials and Tribulations,92.4,"[""Comedy"", ""Drama"", ""Mystery""]",[],"[""Capcom""]",2013
23016,Final Fantasy: Crystal Chronicles - Echoes of Time,70.9,"[""Action"", ""Fantasy""]","[""nintendo wi-fi connection"", ""gamecube controller support on wii"", ""nintendo wi-fi pay and play""]","[""Square Enix"", ""Square Enix Product Development Division 2""]",2009
20556,Star Fox Command,69.9,"[""Action"", ""Science fiction""]","[""modern warfare"", ""flight simulator"", ""gravity"", ""frog"", ""spaceship"", ""flight"", ""multiple endings"", ""abstract"", ""fox"", ""boss fight"", ""anthropomorphism"", ""modern military"", ""polygonal 3d"", ""touch controls"", ""virtual console"", ""descendants of other characters"", ""nintendo wi-fi connection"", ""new game plus"", ""shoot the core"", ""dead multiplayer"", ""gibberish"", ""friend codes"", ""wii u virtual console"", ""nintendo ds rumble pak""]","[""Nintendo EAD Software Development Group No.2"", ""Nintendo"", ""Q-Games Ltd.""]",2006
3722,Kirby: Canvas Curse,72.9,"[""Action""]","[""minigames"", ""mascot"", ""side-scrolling"", ""boss fight"", ""protagonist's name in the title"", ""breaking the fourth wall"", ""touch controls"", ""virtual console"", ""ice stage"", ""melee"", ""linear gameplay""]","[""HAL Laboratory"", ""Nintendo""]",2005
